element,image
21_38_17,10_47_19
21_38_18,10_47_20
21_39_9,10_48_11
21_39_12,10_48_14_0
21_39_13,10_48_15_0
21_39_15,10_48_17_0
21_39_16,10_48_18_0
21_39_17_0,10_48_19_0
21_39_17_1,10_48_19_1
21_39_18,10_48_20
21_39_19,10_48_21
21_39_20,10_48_22_0
21_40_4_0,10_49_6_0
21_40_5_0,10_49_7_0
21_40_6_2,10_49_8
21_40_7,10_49_9_0
21_40_8_0,10_49_10_1
21_40_8_1,10_49_10_0
21_40_9,10_49_11_0
21_40_11,10_49_13_0
21_40_12,10_49_14_0
21_40_13,10_49_15_0
21_41_3,10_50_5
21_41_4_0,10_50_6_1
21_41_4_1,10_50_6_0
21_41_5_0,10_50_7
21_41_6_0,10_50_8_0
21_41_6_1,10_50_8_1
21_41_7_0,10_50_9
21_41_8,10_50_10_0
21_41_10,10_50_12_0
21_41_16,10_50_18_0
21_41_17,10_50_19_0
21_41_18,10_50_20_0
21_41_21,10_50_23
21_42_5_0,10_51_7_0
21_42_5_1,10_51_7_0
21_42_6,10_51_8_0
21_42_7,10_51_9_0
21_42_9,10_51_11
21_42_10,10_51_12_0
21_42_11,10_51_13
21_42_12_0,10_51_14_1
21_42_12_1,10_51_14_0
21_42_13_0,10_51_15_1
21_42_13_1,10_51_15_0
21_42_15,10_51_17_0
21_42_16,10_51_18_0
21_42_17,10_51_19
21_43_6,10_52_8_0
21_43_7,10_52_9_0
21_43_8,10_52_10_0
21_43_9,10_52_11_0
21_43_11_0,10_52_13_1
21_43_11_1,10_52_13_0
21_43_12_0,10_52_14_1
21_43_12_1,10_52_14_0
21_43_21,10_52_23
21_43_22,10_52_24
21_44_4,10_53_6_0
21_44_5,10_53_7_0
21_44_6,10_53_8_0
21_44_7,10_53_9_0
21_44_8,10_53_10_0
21_44_10,10_53_12
21_44_13,10_53_15_0
21_44_14,10_53_16_0
21_44_16,10_53_18_0
21_44_17,10_53_19_0
21_45_3,10_54_5_0
21_45_4,10_54_6_0
21_45_5_1,10_54_7_0
21_45_6_1,10_54_8_0
21_45_7_1,10_54_9_1
21_45_7_2,10_54_9_0
21_45_8,10_54_10_0
21_45_9_0,10_54_11_1 + 10_54_11_0
21_45_9_1,10_54_11_0
21_45_10,10_54_12_0
21_45_12_0,10_54_14_1
21_45_12_1,10_54_14_0
21_45_13,10_54_15_0
21_45_14,10_54_16_0
21_45_15_0,10_54_17_1
21_45_15_1,10_54_17_0
21_45_16,10_54_18_0
21_45_17,10_54_19
21_46_6_0,10_55_8_1
21_46_6_1,10_55_8_2 + 10_55_8_1
21_46_6_2,10_55_8_0
21_46_7_0,10_55_9_2 + 10_55_9_1
21_46_7_1,10_55_9_1
21_46_7_2,10_55_9_0
21_46_8_0,10_55_10_2 + 10_55_10_1
21_46_8_1,10_55_10_1
21_46_8_2,10_55_10_0
21_46_9_0,10_55_11_1
21_46_9_1,10_55_11_0
21_46_10,10_55_12_0
21_46_11_0,10_55_13_1 + 10_55_13_0
21_46_11_1,10_55_13_0
21_46_12,10_55_14_0
21_46_14,10_55_16_0
21_46_15,10_55_17_0
21_46_16,10_55_18
21_46_17,10_55_19
21_46_18,10_55_20_0
21_46_20,10_55_22_0
21_46_21,10_55_23
21_46_22,10_55_24
21_47_5_0,10_56_7_1
21_47_5_1,10_56_7_0
21_47_6_1,10_56_8_0
21_47_7_0,10_56_9_0
21_47_8_0,10_56_10_0
21_47_10,10_56_12_0
21_47_13,10_56_15
21_47_16_0,10_56_18_0
21_47_16_1,10_56_18_1
21_47_17_0,10_56_19_0
21_47_17_1,10_56_19_1
21_47_18_1,10_56_20_0
21_47_19,10_56_21_0
21_47_20,10_56_22_0
21_47_21_0,10_56_23_0
21_47_21_1,10_56_23_1
21_48_4_0,10_57_6_1 + 10_57_6_0
21_48_4_1,10_57_6_0
21_48_5_0,10_57_7_1
21_48_5_1,10_57_7_0
21_48_6_1,10_57_8_0
21_48_7_0,10_57_9_0
21_48_7_1,10_57_9_0 + 10_57_9_1
21_48_8,10_57_10_0
21_48_11,10_57_13_0
21_48_12_0,10_57_14_1
21_48_12_1,10_57_14_0
21_48_13,10_57_15_0
21_48_15,10_57_17_0
21_48_16,10_57_18_0
21_48_17,10_57_19_0
21_49_3,10_58_5
21_49_4,10_58_6_0
21_49_5_1,10_58_7_0
21_49_8,10_58_10_0
21_49_9,10_58_11
21_49_10,10_58_12_0
21_49_11_0,10_58_13_1 + 10_58_13_0
21_49_11_1,10_58_13_0
21_49_12,10_58_14_0
21_49_14,10_58_16_0
21_50_4_0,10_59_6_1
21_50_4_1,10_59_6_0
21_50_6,10_59_8_0
21_50_8,10_59_10_0
21_50_10,10_59_12_0
21_50_13,10_59_15
21_50_14,10_59_16_0
21_50_15,10_59_17
21_50_16_0,10_59_18_1
21_50_16_1,10_59_18_0
21_50_17_0,10_59_19_1
21_50_17_1,10_59_19_0
21_51_3,10_60_5
21_51_5_0,10_60_7_1
21_51_5_1,10_60_7_0
21_51_6,10_60_8_0
21_51_7_0,10_60_9_0
21_51_7_1,10_60_9_1
21_51_8,10_60_10
21_51_11,10_60_13_0
21_51_12_0,10_60_14_1 + 10_60_14_0
21_51_12_1,10_60_14_0
21_51_13,10_60_15_0
21_51_15_0,10_60_17_1
21_51_15_1,10_60_17_0
21_51_16_0,10_60_18_1
21_51_16_1,10_60_18_0
21_52_4_0,10_61_6_1
21_52_4_1,10_61_6_0
21_52_5_0,10_61_7_1 + 10_61_7_0
21_52_5_1,10_61_7_0
21_52_6_0,10_61_8_0
21_52_6_1,10_61_8_1
21_52_7,10_61_9_0
21_52_8_0,10_61_10_2 + 10_61_10_0
21_52_8_1,10_61_10_1
21_52_8_2,10_61_10_0
21_52_9,10_61_11_0
21_52_10,10_61_12_0
21_52_11_0,10_61_13_1 + 10_61_13_0
21_52_11_1,10_61_13_0
21_52_12,10_61_14_0
21_52_14,10_61_16
21_53_3,10_62_5
21_53_4,10_62_6_0
21_53_5_0,10_62_7_0
21_53_5_1,10_62_7_2
21_53_5_2,10_62_7_1
21_53_6_1,10_62_8_0
21_53_7_0,10_62_9_1
21_53_7_1,10_62_9_0
21_53_8,10_62_10_0
21_53_10,10_62_12_0
21_53_11,10_62_13_0
21_53_12,10_62_14_0
21_53_13_0,10_62_15_0
21_53_13_1,10_62_15_1
21_53_14,10_62_16_0
21_53_15,10_62_17_0
21_54_4_1,10_63_6_0
21_54_8,10_63_10_0
21_54_9,10_63_11_0
21_54_10_1,10_63_12_0
21_54_11_0,10_63_13_2
21_54_11_1,10_63_13_0
21_54_11_2,10_63_13_1
21_54_12_0,10_63_14_2 + 10_63_14_1 + 10_63_14_0
21_54_12_1,10_63_14_0
21_54_12_2,10_63_14_1
21_54_13_0,10_63_15_1
21_54_13_1,10_63_15_0
21_54_14_0,10_63_16_1 + 10_63_16_0
21_54_14_1,10_63_16_0
21_55_5_0,10_64_7_0
21_55_6_0,10_64_8_0
21_55_10,10_64_12
21_55_11_0,10_64_13_1
21_55_11_1,10_64_13_0
21_55_12_0,10_64_14_0
21_56_4,10_65_6_0
21_56_5,10_65_7_0
21_56_7,10_65_9_0
21_56_9_0,10_65_11_0
21_56_10_1,10_65_12_0
21_56_11,10_65_13_0
21_56_12,10_65_14_0
21_57_4,10_66_6_0
21_57_5,10_66_7_0
21_57_6,10_66_8_0
21_57_7,10_66_9_0
21_57_8_1,10_66_10_0
21_57_8_2,10_66_10_1
21_57_9_0,10_66_11_0
21_57_11_0,10_66_13_1 + 10_66_13_0
21_57_11_1,10_66_13_0
21_58_4,10_67_6_0
21_58_5,10_67_7_0
21_58_6,10_67_8_0
21_58_8,10_67_10_0
21_58_10_0,10_67_12_0
21_58_10_1,10_67_12_0 + 10_67_12_1
21_59_5_1,10_68_7_0
21_59_6_0,10_68_8_2
21_59_6_1,10_68_8_0 + 10_68_8_1
21_59_6_2,10_68_8_0
21_59_7_0,10_68_9_0 + 10_68_9_1
21_59_7_1,10_68_9_2
21_59_7_2,10_68_9_0
21_59_9,10_68_11_0
21_60_4,10_69_6_0
21_60_5,10_69_7_0
21_60_6_0,10_69_8_1 + 10_69_8_0 + 10_69_8_2
21_60_6_1,10_69_8_3 + 10_69_8_2
21_60_6_2,10_69_8_1 + 10_69_8_0
21_60_6_3,10_69_8_0
21_60_7_0,10_69_9_1
21_60_7_1,10_69_9_0
21_60_8_0,10_69_10_1
21_60_8_1,10_69_10_0
21_61_5_0,10_70_7_0
21_61_5_1,10_70_7_1
21_61_6_0,10_70_8_0
21_61_6_1,10_70_8_1
21_61_7_1,10_70_9_0
21_61_7_2,10_70_9_1
21_62_4_0,10_71_6_1 + 10_71_6_0
21_62_4_1,10_71_6_0
21_62_5_0,10_71_7_0
21_62_5_1,10_71_7_1
21_62_6_0,10_71_8_1
21_62_6_1,10_71_8_0
21_63_5_0,10_72_7_0
21_64_4,10_73_6
23_0_0,11_10_2
23_3_1,11_13_3
23_11_5,11_21_7
23_14_4,11_24_6
23_15_1,11_25_3
23_17_4,11_27_6
23_18_2,11_28_4
23_18_4_0,11_28_6
23_19_3,11_29_5_0
23_19_9,11_29_11
23_20_4,11_30_6
23_22_2,11_32_4
23_22_8,11_32_10
23_23_5,11_33_7_0
23_23_7,11_33_9
23_25_8,11_35_10
23_26_7,11_36_9
23_27_13,11_37_15
23_28_8,11_38_10
23_29_7,11_39_9_0
23_30_12,11_40_14
23_31_5_1,11_41_7
23_31_8_0,11_41_10_0
23_31_8_1,11_41_10_0
23_32_4,11_42_6
23_32_7_1,11_42_9_0
23_33_12,11_43_14
23_34_6,11_44_8
23_34_11,11_44_13
23_35_17,11_45_19
23_36_12,11_46_14
23_37_11,11_47_13_0
23_38_16,11_48_18
23_39_12,11_49_14_0
23_39_15,11_49_17
23_40_11_1,11_50_13_0
23_41_16,11_51_18
23_42_6_1,11_52_8_0
23_42_15,11_52_17
23_43_21,11_53_23
23_44_4,11_54_6_0
23_44_16,11_54_18
23_45_5_2,11_55_7_0
23_45_15,11_55_17_0
23_46_6_2,11_56_8_0
23_46_20,11_56_22
23_47_16_0,11_57_18_0
23_48_4_0,11_58_6_0
23_48_5_1,11_58_7_0
23_48_7_0,11_58_9_0
23_48_7_1,11_58_9_0
23_48_15_1,11_58_17_0
23_49_3,11_59_5
23_50_4,11_60_6_0
23_50_6,11_60_8_0
23_52_4,11_62_6_0
23_53_3,11_63_5
23_53_6_0,11_63_8_0
23_53_10,11_63_12
23_54_8_1,11_64_10_0
23_55_5_0,11_65_7_0
23_55_6_1,11_65_8_0
23_56_4,11_66_6
23_56_6,11_66_8_0
23_56_10_1,11_66_12_0
23_57_8_1,11_67_10_0
23_59_5,11_69_7_0
23_60_7_1,11_70_9_0
23_61_4,11_71_6_0
23_61_6_0,11_71_8_1 + 11_71_8_0
23_61_6_2,11_71_8_0
23_62_4,11_72_6
23_62_5_2,11_72_7_0
25_0_0,12_11_2
25_0_1,12_11_3
25_0_2,12_11_4
25_0_3,12_11_5_1
25_0_4,12_11_6_1
25_0_5,12_11_7_1
25_0_6,12_11_8
25_0_7,12_11_9
25_0_8,12_11_10
25_0_9,12_11_11
25_0_10,12_11_12
25_0_11,12_11_13
25_0_12,12_11_14
25_0_13,12_11_15
25_0_14,12_11_16
25_0_15,12_11_17
25_0_16,12_11_18
25_0_17,12_11_19
25_0_18,12_11_20
25_0_19,12_11_21
25_0_20,12_11_22
25_0_21,12_11_23
25_0_22,12_11_24
25_0_23,12_11_25
25_0_24,12_11_26
25_1_1,12_12_3
25_2_2,12_13_4
25_3_1,12_14_3_0
25_3_2,12_14_4_0
25_7_1,12_18_3_0
25_7_2,12_18_4_0
25_7_3,12_18_5_0
25_7_4,12_18_6
25_8_2,12_19_4_0
25_8_3,12_19_5
25_9_4,12_20_6_0
25_9_5,12_20_7
25_10_6,12_21_8
25_11_5,12_22_7_0
25_11_6,12_22_8_0
25_14_2,12_25_4_0
25_14_3,12_25_5_0
25_14_4,12_25_6
25_14_5,12_25_7
25_15_1,12_26_3
25_15_2,12_26_4_0
25_15_3,12_26_5
25_15_4,12_26_6_0
25_15_5_0,12_26_7_0
25_15_5_1,12_26_7_1
25_15_6,12_26_8_0
25_15_7,12_26_9_0
25_15_8,12_26_10
25_16_2,12_27_4
25_16_6,12_27_8_0
25_16_7,12_27_9
25_17_3,12_28_5
25_17_4,12_28_6
25_17_5,12_28_7
25_17_6,12_28_8_0
25_17_8,12_28_10_0
25_17_9,12_28_11
25_18_2,12_29_4_0
25_18_3,12_29_5_0
25_18_4_0,12_29_6_0
25_18_10,12_29_12
25_19_3,12_30_5
25_19_9,12_30_11_0
25_19_10,12_30_12_0
25_20_4,12_31_6
25_20_5,12_31_7
25_22_8,12_33_10
25_22_9,12_33_11
25_23_4,12_34_6_0
25_23_5,12_34_7
25_23_7,12_34_9_0
25_23_8,12_34_10_0
25_23_9_0,12_34_11_0
25_23_9_1,12_34_11_1
25_23_10,12_34_12_0
25_23_11,12_34_13_0
25_23_12,12_34_14
25_24_2,12_35_4
25_24_5,12_35_7_0
25_24_10,12_35_12_0
25_24_11,12_35_13
25_25_3,12_36_5_0
25_25_8,12_36_10
25_25_9,12_36_11
25_25_10,12_36_12_0
25_25_12,12_36_14_0
25_25_13,12_36_15
25_26_2,12_37_4
25_26_3,12_37_5
25_26_4,12_37_6_0
25_26_7,12_37_9_0
25_26_8,12_37_10_0
25_26_14,12_37_16
25_27_3,12_38_5
25_27_13,12_38_15_0
25_27_14,12_38_16_0
25_28_8,12_39_10
25_28_9,12_39_11
25_29_3,12_40_5_0
25_29_7,12_40_9
25_29_8,12_40_10_0
25_30_2,12_41_4_0
25_30_3,12_41_5_0
25_30_4_0,12_41_6_1
25_30_4_1,12_41_6_0
25_30_6,12_41_8_0
25_30_7,12_41_9_0
25_30_8,12_41_10_0
25_30_9,12_41_11_0
25_30_10,12_41_12_0
25_30_11,12_41_13
25_30_12,12_41_14
25_30_13,12_41_15
25_31_3_0,12_42_5_1 + 12_42_5_0
25_31_3_1,12_42_5_0
25_31_4,12_42_6
25_31_5_0,12_42_7_0
25_31_5_1,12_42_7_1
25_31_6,12_42_8_0
25_31_7,12_42_9_0
25_31_8_0,12_42_10_0
25_31_8_1,12_42_10_1
25_31_9_0,12_42_11_0
25_31_9_1,12_42_11_1
25_31_10_1,12_42_12_0
25_31_11,12_42_13_0
25_31_12,12_42_14_0
25_31_13_0,12_42_15_0
25_31_13_1,12_42_15_1
25_31_14,12_42_16_0
25_31_15,12_42_17_0
25_31_16,12_42_18
25_32_4_0,12_43_6_1
25_32_4_1,12_43_6_0
25_32_5,12_43_7_0
25_32_6_0,12_43_8_1
25_32_6_1,12_43_8_0
25_32_7,12_43_9
25_32_8,12_43_10
25_32_14,12_43_16_0
25_32_15,12_43_17
25_33_4,12_44_6_0
25_33_7_0,12_44_9_1
25_33_7_1,12_44_9_0
25_33_12,12_44_14
25_33_13,12_44_15
25_33_14,12_44_16_0
25_33_16,12_44_18_0
25_33_17,12_44_19
25_34_6_0,12_45_8
25_34_7,12_45_9_0
25_34_8_0,12_45_10_1
25_34_8_1,12_45_10_0
25_34_9,12_45_11_0
25_34_11,12_45_13_0
25_34_12,12_45_14_0
25_34_18,12_45_20
25_35_7,12_46_9_0
25_35_8,12_46_10_0
25_35_17,12_46_19_0
25_35_18,12_46_20_0
25_36_6,12_47_8_0
25_36_12,12_47_14
25_36_13,12_47_15
25_37_5_0,12_48_7_1
25_37_5_1,12_48_7_0
25_37_6_0,12_48_8_1
25_37_6_1,12_48_8_0
25_37_7_0,12_48_9_1
25_37_7_2,12_48_9_0
25_37_8_0,12_48_10_0
25_37_8_1,12_48_10_1
25_37_9,12_48_11
25_37_11,12_48_13
25_37_12,12_48_14_0
25_38_2,12_49_4
25_38_3,12_49_5_0
25_38_4_0,12_49_6_2 + 12_49_6_1 + 12_49_6_0
25_38_4_1,12_49_6_0
25_38_4_2,12_49_6_1
25_38_5_0,12_49_7_1 + 12_49_7_0
25_38_5_1,12_49_7_0
25_38_6_0,12_49_8_2
25_38_6_1,12_49_8_1 + 12_49_8_0
25_38_6_3,12_49_8_0
25_38_7_0,12_49_9_1
25_38_7_1,12_49_9_0
25_38_8_0,12_49_10_1
25_38_8_1,12_49_10_0
25_38_9_0,12_49_11_0
25_38_16,12_49_18
25_38_17,12_49_19
25_39_3_0,12_50_5_1 + 12_50_5_0
25_39_3_1,12_50_5_0
25_39_4,12_50_6_0
25_39_5_0,12_50_7_1
25_39_5_1,12_50_7_0
25_39_7_0,12_50_9
25_39_8,12_50_10_0
25_39_9,12_50_11_0
25_39_12,12_50_14
25_39_13,12_50_15
25_39_15,12_50_17_0
25_39_16,12_50_18_0
25_39_17_0,12_50_19_0
25_39_17_1,12_50_19_1
25_39_18,12_50_20_0
25_39_19,12_50_21_0
25_39_20,12_50_22
25_40_4_0,12_51_6_2
25_40_4_1,12_51_6_1
25_40_4_2,12_51_6_0
25_40_5_0,12_51_7_2 + 12_51_7_1
25_40_5_1,12_51_7_0
25_40_5_2,12_51_7_1
25_40_6_0,12_51_8_1
25_40_6_2,12_51_8_0
25_40_7,12_51_9_0
25_40_8_0,12_51_10_1
25_40_8_1,12_51_10_0
25_40_9,12_51_11_0
25_40_10_0,12_51_12_1 + 12_51_12_0
25_40_10_1,12_51_12_0
25_40_11,12_51_13
25_40_12,12_51_14
25_40_18,12_51_20_0
25_40_19,12_51_21
25_41_3_0,12_52_5_1
25_41_3_1,12_52_5_0
25_41_4_0,12_52_6_1
25_41_4_1,12_52_6_2 + 12_52_6_0
25_41_4_2,12_52_6_0
25_41_5_0,12_52_7_0
25_41_5_1,12_52_7_2 + 12_52_7_1
25_41_5_2,12_52_7_1
25_41_6,12_52_8_0
25_41_7,12_52_9_0
25_41_10,12_52_12_0
25_41_11_0,12_52_13_1
25_41_11_1,12_52_13_0
25_41_16,12_52_18
25_41_17,12_52_19
25_41_18,12_52_20_0
25_41_20,12_52_22_0
25_41_21,12_52_23
25_42_4_0,12_53_6_0
25_42_4_1,12_53_6_1
25_42_6_0,12_53_8_1
25_42_6_1,12_53_8_0
25_42_7,12_53_9_0
25_42_9,12_53_11
25_42_10,12_53_12
25_42_11,12_53_13_0
25_42_12_0,12_53_14_1
25_42_12_1,12_53_14_0
25_42_13,12_53_15_0
25_42_15,12_53_17_0
25_42_16,12_53_18_0
25_42_22,12_53_24
25_43_5_0,12_54_7_0
25_43_5_1,12_54_7_1
25_43_6,12_54_8_0
25_43_7,12_54_9_0
25_43_11,12_54_13_0
25_43_12,12_54_14_0
25_43_21,12_54_23_0
25_43_22,12_54_24_0
25_44_4_1,12_55_6_0
25_44_5_0,12_55_7_1
25_44_5_1,12_55_7_0
25_44_6_0,12_55_8_2 + 12_55_8_1
25_44_6_1,12_55_8_1
25_44_6_2,12_55_8_0
25_44_10,12_55_12_0
25_44_16,12_55_18
25_44_17,12_55_19
25_45_3,12_56_5_0
25_45_4_0,12_56_6_1
25_45_4_1,12_56_6_0
25_45_5_0,12_56_7_3
25_45_5_1,12_56_7_2 + 12_56_7_1
25_45_5_2,12_56_7_0
25_45_5_3,12_56_7_1
25_45_6_0,12_56_8_1 + 12_56_8_0
25_45_6_1,12_56_8_0
25_45_7_0,12_56_9_1
25_45_7_1,12_56_9_0
25_45_8,12_56_10_0
25_45_9_0,12_56_11_1
25_45_9_1,12_56_11_0
25_45_10,12_56_12_0
25_45_11,12_56_13_0
25_45_12,12_56_14
25_45_15,12_56_17
25_45_16,12_56_18_0
25_46_5_0,12_57_7_1
25_46_5_1,12_57_7_0
25_46_6_0,12_57_8_1
25_46_6_1,12_57_8_3
25_46_6_2,12_57_8_2 + 12_57_8_1
25_46_6_3,12_57_8_0
25_46_7_0,12_57_9_2 + 12_57_9_1
25_46_7_1,12_57_9_1
25_46_7_2,12_57_9_0
25_46_8_0,12_57_10_1
25_46_8_1,12_57_10_0
25_46_9,12_57_11_0
25_46_10_0,12_57_12_1
25_46_10_1,12_57_12_0
25_46_11_0,12_57_13_1 + 12_57_13_0
25_46_11_1,12_57_13_0
25_46_12,12_57_14
25_46_14,12_57_16_0
25_46_15,12_57_17_0
25_46_16,12_57_18_0
25_46_17,12_57_19_0
25_46_18,12_57_20_0
25_46_19,12_57_21
25_46_20,12_57_22
25_47_5_0,12_58_7_1
25_47_5_1,12_58_7_0
25_47_6_0,12_58_8_1
25_47_6_1,12_58_8_0
25_47_7_0,12_58_9_1
25_47_7_1,12_58_9_0
25_47_8_0,12_58_10_0
25_47_8_1,12_58_10_1
25_47_10,12_58_12
25_47_11,12_58_13
25_47_12,12_58_14_0
25_47_13_0,12_58_15_0
25_47_13_1,12_58_15_1
25_47_14,12_58_16_0
25_47_15,12_58_17_0
25_47_16_0,12_58_18_0
25_47_16_1,12_58_18_1
25_47_17_0,12_58_19_0
25_47_17_1,12_58_19_1
25_47_18_1,12_58_20_0
25_47_19,12_58_21_0
25_48_4_0,12_59_6_1 + 12_59_6_0
25_48_4_1,12_59_6_0
25_48_5_0,12_59_7_1
25_48_5_1,12_59_7_0
25_48_6_0,12_59_8_1
25_48_6_1,12_59_8_0
25_48_7_0,12_59_9_0
25_48_7_1,12_59_9_0 + 12_59_9_1
25_48_8,12_59_10_0
25_48_9_0,12_59_11_1
25_48_9_2,12_59_11_0
25_48_10,12_59_12_0
25_48_11,12_59_13_0
25_48_12_0,12_59_14_1
25_48_12_1,12_59_14_0
25_48_13,12_59_15_0
25_48_14_0,12_59_16_1 + 12_59_16_0
25_48_14_1,12_59_16_0
25_48_15,12_59_17
25_48_16,12_59_18
25_49_3,12_60_5
25_49_4,12_60_6_0
25_49_5_0,12_60_7_1
25_49_5_1,12_60_7_0
25_49_7,12_60_9_0
25_49_8,12_60_10
25_49_9,12_60_11_0
25_49_10,12_60_12_0
25_49_11,12_60_13_0
25_49_14,12_60_16_0
25_49_15_0,12_60_17_1
25_49_15_1,12_60_17_0
25_50_6,12_61_8_0
25_50_10,12_61_12_0
25_50_13,12_61_15
25_50_14,12_61_16
25_50_15,12_61_17_0
25_50_16_0,12_61_18_1
25_50_16_1,12_61_18_0
25_51_5,12_62_7_0
25_51_6,12_62_8_0
25_51_9_0,12_62_11_1
25_51_9_1,12_62_11_0
25_51_10,12_62_12_0
25_51_11,12_62_13_0
25_51_12,12_62_14
25_51_15,12_62_17_0
25_52_5_0,12_63_7_1 + 12_63_7_0
25_52_5_1,12_63_7_0
25_52_6_0,12_63_8_0
25_52_7,12_63_9_0
25_52_8_0,12_63_10_1
25_52_8_1,12_63_10_0
25_52_9,12_63_11_0
25_52_10,12_63_12_0
25_52_11,12_63_13
25_52_14,12_63_16_0
25_53_3,12_64_5_0
25_53_4,12_64_6_0
25_53_5_0,12_64_7_1
25_53_5_1,12_64_7_0
25_53_6_0,12_64_8_0
25_53_9,12_64_11
25_53_10,12_64_12
25_53_11,12_64_13
25_53_12,12_64_14_0
25_53_13_0,12_64_15_2
25_53_13_1,12_64_15_0
25_53_13_2,12_64_15_1
25_54_4_0,12_65_6_1 + 12_65_6_0
25_54_4_1,12_65_6_0
25_54_5,12_65_7_0
25_54_6_0,12_65_8_1
25_54_6_1,12_65_8_0
25_54_8_0,12_65_10_1
25_54_8_1,12_65_10_0
25_54_9_0,12_65_11_1
25_54_9_1,12_65_11_0
25_54_10_0,12_65_12_1
25_54_10_2,12_65_12_0
25_54_11_0,12_65_13_2
25_54_11_1,12_65_13_0
25_54_11_2,12_65_13_1
25_54_12_0,12_65_14_2 + 12_65_14_1
25_54_12_1,12_65_14_0
25_54_12_2,12_65_14_1
25_55_3,12_66_5
25_55_5_0,12_66_7_0
25_55_7_0,12_66_9_2
25_55_7_1,12_66_9_3 + 12_66_9_2
25_55_7_2,12_66_9_1 + 12_66_9_0
25_55_7_3,12_66_9_0
25_55_8,12_66_10_0
25_55_9,12_66_11_0
25_55_10,12_66_12_0
25_55_11,12_66_13_0
25_56_4_0,12_67_6_1 + 12_67_6_0
25_56_4_1,12_67_6_0
25_56_5,12_67_7_0
25_56_6,12_67_8_0
25_56_7,12_67_9_0
25_56_8,12_67_10_0
25_56_9,12_67_11_0
25_56_10_0,12_67_12_0
25_56_10_1,12_67_12_1
25_57_3,12_68_5_0
25_57_4,12_68_6_0
25_57_5,12_68_7_0
25_57_6,12_68_8_0
25_57_7,12_68_9_0
25_57_8_0,12_68_10_0
25_57_8_1,12_68_10_1
25_57_9_0,12_68_11_1
25_57_9_1,12_68_11_0
25_58_4,12_69_6_0
25_58_6,12_69_8_0
25_58_7,12_69_9_0
25_58_8_0,12_69_10_0
25_58_8_1,12_69_10_1
25_59_5,12_70_7_0
25_59_6,12_70_8_0
25_59_7_0,12_70_9_0
25_59_7_1,12_70_9_1
25_60_4,12_71_6_0
25_60_6,12_71_8_0
25_61_4,12_72_6_0
25_61_5_0,12_72_7_1
25_61_5_1,12_72_7_0
25_62_4_0,12_73_6_1
25_62_4_1,12_73_6_0
27_0_0,13_12_2
27_1_1,13_13_3
27_7_1,13_19_3_0
27_8_2,13_20_4_0
27_8_3,13_20_5_0
27_9_4,13_21_6
27_9_5,13_21_7
27_14_2,13_26_4
27_14_4,13_26_6_0
27_15_1,13_27_3
27_15_5_0,13_27_7
27_15_5_1,13_27_7
27_16_2,13_28_4
27_16_7,13_28_9_0
27_17_4,13_29_6
27_17_8,13_29_10
27_17_9,13_29_11
27_20_4,13_32_6_0
27_22_8,13_34_10_0
27_23_4,13_35_6
27_23_7,13_35_9_0
27_23_9_0,13_35_11
27_23_9_1,13_35_11
27_24_11,13_36_13_0
27_25_12,13_37_14
27_25_13,13_37_15
27_26_2,13_38_4
27_26_7,13_38_9_0
27_29_3,13_41_5_0
27_29_7,13_41_9
27_30_2,13_42_4
27_30_6,13_42_8_0
27_30_12,13_42_14_0
27_31_5_0,13_43_7_0
27_31_13_0,13_43_15
27_31_13_1,13_43_15
27_32_6,13_44_8
27_32_15,13_44_17_0
27_33_12,13_45_14
27_33_16,13_45_18
27_33_17,13_45_19
27_34_11,13_46_13_0
27_35_7,13_47_9
27_36_6_1,13_48_8_0
27_37_5_1,13_49_7_0
27_37_11,13_49_13
27_38_2,13_50_4_0
27_38_4_0,13_50_6_1 + 13_50_6_0
27_38_4_1,13_50_6_0
27_38_6_2,13_50_8
27_38_16,13_50_18_0
27_39_3_0,13_51_5_1 + 13_51_5_0
27_39_3_1,13_51_5_0
27_39_4,13_51_6_0
27_39_9,13_51_11
27_39_15,13_51_17_0
27_39_17_0,13_51_19
27_39_17_1,13_51_19
27_40_4_0,13_52_6_0
27_40_5_2,13_52_7_0
27_40_6_2,13_52_8_0
27_40_8,13_52_10_0
27_40_10,13_52_12
27_40_19,13_52_21_0
27_41_3_0,13_53_5_0
27_41_5_0,13_53_7_0
27_41_20,13_53_22
27_41_21,13_53_23
27_42_4,13_54_6_0
27_42_15,13_54_17_0
27_43_5,13_55_7_0
27_44_4_1,13_56_6_0
27_44_6_0,13_56_8_0
27_45_3,13_57_5_0
27_45_4_0,13_57_6
27_45_5_0,13_57_7_2
27_45_5_2,13_57_7_0
27_45_5_3,13_57_7_1
27_45_9_1,13_57_11_0
27_45_15,13_57_17
27_46_4,13_58_6_0
27_46_5,13_58_7
27_46_6_0,13_58_8_1
27_46_6_1,13_58_8_1
27_46_6_2,13_58_8_0
27_46_7_1,13_58_9_0
27_46_8_1,13_58_10
27_46_14,13_58_16
27_47_5_0,13_59_7_0
27_47_8_1,13_59_10_0
27_47_13_0,13_59_15
27_48_4_0,13_60_6_0
27_48_14,13_60_16
27_49_3,13_61_5
27_50_10,13_62_12_0
27_51_5,13_63_7_0
27_51_9_1,13_63_11_0
27_53_3,13_65_5_0
27_53_5_0,13_65_7_0
27_53_10,13_65_12_0
27_54_4,13_66_6
27_54_5,13_66_7_0
